_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-48.55,1000,0.04984932307801992,-0.27993181972397624,0.679354066310615,0.011756279089978386,-0.018647192635573448,-2.0511116981506348,2.123730421066284,0.38176520152607296,0.0,-2.1560539456964576,3.3986547629757013,0.9999724943302499,-0.11391706450313015,-0.2216874429313581,-0.0050000000000000044,0.0040568708223072975,20,-0.014026882,3.6668687,0.008226433,1.5,1.0,0.0017599643368356437,0.5670660015805499,-1.224964763576148
-49.25,1000,0.014501144912185272,-0.4260972704188702,0.42328719461331665,0.009865861823943143,-0.025729075590730646,-2.165271520614624,2.136378049850464,0.39205545040620604,1.4210854715202004e-16,-1.9942297935433995,3.2353704174076476,0.9999493149407483,-0.11638906126174009,-0.2216874429313581,-0.0050000000000000044,0.003927016984918002,40,-0.013168898,3.6826081,0.0088991225,2.25,1.0,0.0007758009881834247,0.8192351587519977,0.42210854641418816
-48.55,1000,0.010132611881999312,-0.4717991381029511,0.5493617708138743,0.011403576840088666,-0.034981920889462344,-2.184343099594116,2.363614320755005,0.38819350470149894,2.1316282072803006e-17,-2.227976458399904,3.089947366804642,0.9999067889571555,-0.1161012430503693,-0.2216874429313581,-0.0050000000000000044,0.0038909975093487526,60,-0.00830673,3.6910782,0.0040552397,2.25,1.0,0.0001259031464583215,0.9676947022885881,0.8347650411673596
-49.45,1000,0.01535835641899249,-0.596492116136197,0.5638227915174052,0.013857518963454472,-0.001889746309374459,-2.2955334186553955,1.9979327917099,0.3797075247348445,4.263256414560601e-17,-2.9979460185454903,3.905977530219392,0.9998210018258183,-0.11603017581551278,-0.2216874429313581,-0.0050000000000000044,0.004015138992401383,80,-0.008055535,3.6834242,0.0035773562,2.25,1.0,0.00010697457414459341,0.9742099302875592,0.9538693503445429
-48.45,1000,-0.0009823470602365078,-0.788693926760345,0.7257885170117306,0.016257011350984993,-0.008524151537334547,-2.0912532806396484,2.3567636013031006,0.38997257674087993,1.4210854715202004e-17,-2.6932531475964865,5.1297658357056095,0.9998404985271773,-0.11383864036909279,-0.2216874429313581,0.0,0.00400140103340973,100,-0.0072708256,3.6807446,0.00340574,2.25,1.0,0.0001974466659094809,0.9506556366605303,0.9356906329568474
-49.25,1000,0.0037482492410568402,-0.6366662176255754,0.8302909166295803,0.01392917644397405,-0.017349564458651004,-2.6584315299987793,2.094752311706543,0.38706319322704774,1.4210854715202004e-17,-2.9440360906731655,5.981010105490135,0.9996473892509589,-0.11669183293569482,-0.2216874429313581,-0.0050000000000000044,0.003981688655671177,120,-0.009657273,3.6861134,0.0051394785,2.25,1.0,6.421272577842879e-05,0.9874398187351779,0.9895648397190369
-48.35,1000,0.01441007758787193,-0.5043206709420279,0.5916426214600159,0.011627303939380312,0.02447017281758599,-2.371685266494751,2.238981246948242,0.37803382556858733,0.0,-3.037581738521809,4.694633287425455,0.9997402972321079,-0.1156480313549337,-0.2216874429313581,0.0,0.0038389519809444114,140,-0.010863309,3.6920855,0.0054953946,2.25,1.0,7.018335806873058e-05,0.9822913384530582,0.9794180006325088
-49.3,1000,0.025091396929578107,-0.3781583138342814,0.5346453009267721,0.011656122167872844,0.03221631279267603,-1.9843167066574097,2.2536606788635254,0.3857696158371348,-2.842170943040401e-17,-3.1690065829036653,4.195567091963678,0.9996792256434703,-0.11619009122684236,-0.2216874429313581,-0.0050000000000000044,0.003956847767927396,160,-0.006383569,3.712134,0.0031099138,2.25,1.0,3.7513405015081983e-05,0.9905201799308724,0.9866166603755697
-48.25,1000,0.013381135803642377,-0.46959354757757565,0.5668978399998323,0.01321921226430116,-0.0038631077392492445,-2.0739083290100098,2.3067924976348877,0.40944782149583825,0.0,-1.7318289148945756,5.832898122016602,0.9998009481400627,-0.11375120811380923,-0.2216874429313581,-0.0050000000000000044,0.00387068314796905,180,-0.007337046,3.728181,0.0032776291,2.25,1.0,0.0001459599081136495,0.9625810042822744,0.9552779119751624
-48.5,1000,0.0073935907216151515,-0.49479779368653415,0.5306676624308139,0.014175162152541967,0.010439336793730035,-2.309908151626587,2.120426893234253,0.3916715472165772,3.552713678800501e-17,-1.9201113844927336,4.556467238714294,0.9996833934387596,-0.1153897925006423,-0.2216874429313581,0.0,0.003957945264672077,200,-0.0071042203,3.7261815,0.0034025467,2.25,1.0,5.2223497133898864e-05,0.9871955935749008,0.9844973187854092
-48.65,1000,0.014539246836333567,-0.5824123742272257,0.6649948316394986,0.015564996160354613,0.02021966744051315,-2.3479366302490234,2.504770517349243,0.4056126767403304,-7.105427357601002e-18,-1.9754441300821837,4.958621984035622,0.9997460935829338,-0.11445098573101666,-0.2216874429313581,0.0,0.0038840802953868437,220,-0.005270297,3.7088666,0.0018596117,2.25,1.0,0.00010442517521380347,0.9733949342649596,0.9740433954348143
-47.8,1000,0.009211311160366529,-0.6242738212017335,0.47908643479828067,0.013755004738102036,-0.00013496646680869162,-2.0707554817199707,2.2329742908477783,0.3923119656596705,-1.4210854715202004e-17,-1.257452245248477,5.393930869108667,0.9998131107693128,-0.11342637007469994,-0.2216874429313581,-0.0050000000000000044,0.003766254324811668,240,-0.008504201,3.6910923,0.0038511439,2.25,1.0,0.00021904701789325713,0.9438061313667745,0.9532304064499193
-48.25,1000,-0.00021408245415513333,-0.6943892500350267,0.5507585793744058,0.019223077371695922,0.004308272988069802,-2.0190515518188477,2.197611093521118,0.40725705636428605,1.4210854715202004e-17,-1.8121503965997074,4.221520038696187,0.9998334110411327,-0.11252155192345553,-0.2216874429313581,0.0,0.003976465984342867,260,-0.009477166,3.6899016,0.0036483086,2.25,1.0,0.00016416135735094155,0.9604825360642456,0.9372106774932539
-47.35,1000,0.012240086021422396,-0.555279330722949,0.5567300176782699,0.012595946190964269,0.03710523709724657,-2.145982027053833,3.0061774253845215,0.38881999659622196,2.842170943040401e-17,-1.3527268253966291,5.723162581729402,0.9998436387287429,-0.11117196801164982,-0.2216874429313581,0.0,0.0039003550074134577,280,-0.007924676,3.6922512,0.0024798494,2.25,1.0,0.0002695641181681115,0.9337851459385037,0.9252965621745465
-46.8,1000,0.017115868642389585,-0.45850842327597335,0.4707650043197525,0.011566147492272874,0.02680034309840994,-2.137956380844116,2.5235679149627686,0.3827183021579526,7.105427357601002e-18,-1.2549561042008794,5.94840826615192,0.9997927356148563,-0.11137877473561857,-0.2216874429313581,0.0,0.003727181447691687,300,-0.0074669532,3.6848218,0.0034641114,2.25,1.0,0.00014926453467365791,0.9611550657362059,0.9605038095314518
-47.25,1000,0.00603795704391916,-0.6053169302983686,0.48716506134511867,0.013407143472916435,0.02042407471430488,-2.1413652896881104,2.533215284347534,0.40209495583214494,0.0,-1.4555248647696368,5.98128367276893,0.9998457027116683,-0.11239667998384087,-0.2216874429313581,-0.0050000000000000044,0.0037994884928574833,320,-0.0057416973,3.6960728,0.0020233921,2.25,1.0,0.0002878423647546466,0.9246935770070397,0.9276764382702419
-46.85,1000,0.0029963929847332048,-0.5170722113426045,0.5225641019217915,0.012676705382984335,0.018820813707076015,-2.0655229091644287,2.2645819187164307,0.41325586867572883,0.0,-2.1461920716787146,4.399102197822923,0.9998188412719731,-0.1105217611639413,-0.2216874429313581,-0.0050000000000000044,0.0036831546085946054,340,-0.010094371,3.6920917,0.0035059412,2.25,1.0,0.0001690794054239891,0.9561373371358806,0.9464212846186986
-46.3,1000,-0.0001040597838588845,-0.5436030418892199,0.4238438015868868,0.011581172139564421,-0.0021216289117000995,-2.2802960872650146,2.683342695236206,0.42205760436423323,2.842170943040401e-17,-1.239548481641954,4.403137575322453,0.999860089906759,-0.10815972640571374,-0.2216874429313581,0.0,0.0037256367616853706,360,-0.008807323,3.6862469,0.0028657627,2.25,1.0,0.00030127271662126455,0.9192492949694128,0.9053302432241146
-46.2,1000,0.016718911728029636,-0.4843274101909894,0.46148858373417745,0.011628925715744382,0.02316385431890376,-2.183678150177002,2.5101070404052734,0.40660433801538903,-7.105427357601002e-18,-1.5805005337507267,4.183652386493097,0.9998570400548095,-0.10876544465425403,-0.2216874429313581,0.0,0.003799992923809015,380,-0.004041711,3.6871421,0.0017062986,2.25,1.0,0.00031076484670452176,0.9224898992212025,0.9099053538651842
-44.35,1000,0.00435536212579148,-0.4670069043902734,0.3709719523402505,0.009535668082226842,0.011736695726518519,-2.3526389598846436,2.715568780899048,0.39506535373992907,-2.842170943040401e-17,-1.6617990177594089,3.282457738093546,0.9998655471120276,-0.10231767695388132,-0.2216874429313581,0.0,0.0037492548041843667,400,-0.011008747,3.6750646,0.0046380037,2.25,1.0,0.0004797414665770325,0.8882802844427787,0.8915560728937613
-44.45,1000,0.012535280022556704,-0.4643778013476577,0.5367015693101596,0.013071722229500166,0.029516827320156154,-2.266491174697876,2.3142664432525635,0.3915202625898068,-2.842170943040401e-17,-1.2536327247476236,4.114751850710062,0.9999008941333672,-0.10262452446077805,-0.2216874429313581,0.0,0.00390753998118493,420,-0.0060315006,3.664916,0.002617427,2.25,1.0,0.0006915216067422278,0.8232227727220306,0.8005366550138866
-44.85,1000,0.0012728361800221379,-0.45173090151887985,0.5228368203128896,0.010963178657456706,0.016475776815670543,-2.110596179962158,2.1393003463745117,0.39354781478903444,-2.842170943040401e-17,-1.4378881091069313,4.098640353681479,0.9998795185590983,-0.10407710946416801,-0.2216874429313581,0.0,0.003778671373848721,440,-0.006181559,3.6509128,0.0028430051,2.25,1.0,0.000456581382235225,0.8800083150884671,0.8651049173501439
-45.65,1000,0.006280578549551189,-0.47894127928245017,0.4406783935333059,0.012892512325328436,0.010689850711904,-2.197323799133301,2.3871371746063232,0.4020100866040902,4.263256414560601e-17,-1.506230383073777,4.559971966257466,0.9998748706792935,-0.10674044274919502,-0.2216874429313581,0.0,0.00367981338489554,460,-0.011997713,3.6561663,0.005908104,2.25,1.0,0.0004726956484803935,0.8848783268125234,0.8846189407161764
-44.5,1000,0.007372840775644179,-0.42089253880076105,0.4156417225954309,0.010784562808703175,0.035818281960731835,-1.9369081258773804,2.089923620223999,0.3882069228223876,0.0,-1.6367792802460184,4.628436476984396,0.999874350112497,-0.10395614301987575,-0.2216874429313581,0.0,0.0035476768640531715,480,-0.008363459,3.6405604,0.0032259165,2.25,1.0,0.00040040689453010506,0.8871772625343215,0.8763780762516111
-41.5,1000,0.0023999042076173556,-0.37295372169679997,0.4747866087745143,0.012521424571879875,0.03463729002550826,-2.3506085872650146,2.1447081565856934,0.39041635658150164,5.684341886080802e-17,-1.2125314169966193,3.546420392036358,0.9999258068119965,-0.09400668008488965,-0.2216874429313581,0.0,0.004145047488299829,500,-0.007450085,3.6265945,0.0026201888,2.25,1.0,0.000883173285055231,0.789383645171678,0.6563696206895604
-43.7,1000,0.012282819317556233,-0.37160274478338695,0.4196990725217749,0.01283287060649537,0.03802854319219477,-2.112184524536133,2.329918384552002,0.4034489419191406,0.0,-1.9645507431195501,2.921454636842029,0.9998765902465447,-0.09963801969637069,-0.2216874429313581,0.0,0.0037974780988869732,520,-0.012026617,3.6207504,0.0048911744,2.25,1.0,0.0003736552840168251,0.913344461999789,0.8734276649524123
-46.15,1000,0.011594823604904865,-0.3510736569622005,0.3616219313193457,0.011002469079653049,0.036447806690644936,-2.32637619972229,2.4773080348968506,0.3961264610282462,0.0,-3.2251235499978836,3.1956036422102616,0.9998493760659218,-0.1069195680871988,-0.2216874429313581,0.0,0.003865188739963605,540,-0.0070407414,3.6172748,0.0025679537,2.25,1.0,0.00020528583927180715,0.9479158265919785,0.9281908584210236
-44.85,1000,-0.00792394870634052,-0.47494928432955985,0.3844499402452292,0.01279173453922542,0.01252409476111643,-2.2593438625335693,2.1712241172790527,0.3999778832949795,-2.842170943040401e-17,-1.6510484495755042,3.9519844696750153,0.9998958603765442,-0.10683225819179568,-0.2216874429313581,-0.0050000000000000044,0.0037587638079598137,560,-0.010175257,3.6151485,0.0051050843,2.25,1.0,0.0004899801539764754,0.8756187281639848,0.8438123639651962
-46.2,1000,0.0009523160078629912,-0.4759233048159436,0.4570412638842018,0.012101975763912202,-0.0017981979314936325,-2.0964226722717285,2.011075496673584,0.387467586234198,2.1316282072803006e-17,-2.2690722615878873,4.30018523418533,0.9998695509661266,-0.11009364328232997,-0.2216874429313581,-0.0050000000000000044,0.0035848645778657428,580,-0.006080737,3.6115067,0.0017942688,2.25,1.0,0.00026227594229112557,0.9313417329814753,0.8925273948046444
-40.8,1000,0.013260141226098523,-0.3754970914504797,0.48321979631673617,0.012772318295060776,0.03240602505626157,-1.9329674243927002,2.4406518936157227,0.3936596741583779,-4.263256414560601e-17,-1.7756456217454084,3.1695437100054864,0.9998795097606706,-0.09271096979085254,-0.2216874429313581,0.0,0.0032799682797795783,600,-0.0059840805,3.6159194,0.0021111995,2.25,1.0,0.00040920753026297863,0.8943859614690639,0.8717054655551562
-38.0,1000,-0.00230991413106702,-0.4220647642356704,0.3678985635230578,0.011358894016044169,0.033383731773210454,-2.564788341522217,2.442049503326416,0.39061248730917486,-8.526512829121202e-17,-1.6743122963627282,3.1593825688115165,0.9999221305904198,-0.08399346821432394,-0.2216874429313581,0.0,0.0034278051839779166,620,-0.007842003,3.6197777,0.003572448,2.25,1.0,0.0006574196902410609,0.8084589398259697,0.6381488305088431
-39.0,1000,-0.005043547896157631,-0.4404363930487537,0.5401736314536463,0.011125153694128342,-0.008065662645618431,-2.0726161003112793,2.4633665084838867,0.39358801158196294,2.842170943040401e-17,-1.7096935581528974,3.0794101683108064,0.9998950221245726,-0.08799521385377684,-0.2216874429313581,0.0,0.003342059075302499,640,-0.0060022897,3.6208396,0.0026534458,2.25,1.0,0.0006083461775651813,0.8258477168408307,0.8270929063919708
-40.9,1000,0.0022717498976679734,-0.43219156230899153,0.5069211769757955,0.013762430107450643,0.005325651804450899,-2.349127769470215,2.3271279335021973,0.41313066920611796,5.684341886080802e-17,-2.3687263670540464,3.2572987344681317,0.9998901007768918,-0.09230554875552872,-0.2216874429313581,0.0,0.0033210650859587104,660,-0.00925872,3.6202745,0.004631622,2.25,1.0,0.0004898667608848343,0.852509838845928,0.8295272310627048
-37.4,1000,0.003786757927357271,-0.30027590417872635,0.4236844189502285,0.009165786091504816,0.016807845581439322,-2.0157291889190674,2.221669912338257,0.37943703311105786,5.684341886080802e-17,-1.8057059234904724,3.142444866423602,0.9998993739278501,-0.08270853879130943,-0.2216874429313581,0.0,0.003343598566388704,680,-0.008363993,3.6209083,0.0028613317,2.25,1.0,0.00047777020755989785,0.8585043914917069,0.8066812559368906
-38.2,1000,0.013855387778921893,-0.36520133236798896,0.4412272463693,0.010628806130036368,0.031285392708843576,-2.0745134353637695,2.343111753463745,0.384260644904732,-8.526512829121202e-17,-2.218652269929195,2.785313756316885,0.9999098061616972,-0.08874414424456438,-0.2216874429313581,0.0,0.003110934830039848,700,-0.009129974,3.613232,0.0037410336,2.25,1.0,0.0006122086006375118,0.8061506143693243,0.7448825475959251
-39.15,1000,-0.0011343507066710916,-0.40617914532877897,0.399112919675781,0.011156531723458695,0.026857572796870954,-2.1961634159088135,2.2708311080932617,0.3870731556340207,-4.263256414560601e-17,-1.826855201436316,3.495462337862775,0.9998994696230288,-0.08901729631861699,-0.2216874429313581,0.0,0.003362721575238566,720,-0.008536395,3.5974443,0.0032138932,2.25,1.0,0.0005739855846125009,0.8305172269154256,0.8112059670885408
-35.05,1000,0.014864435823194227,-0.3516885258074345,0.39324865796689695,0.009528745654300572,0.015369620808633045,-2.316161632537842,2.579786539077759,0.3920491720130455,-5.684341886080802e-17,-2.5531740175570765,3.0701810887041154,0.9999066221738862,-0.07895479868920845,-0.2216874429313581,0.0,0.0027968154163223197,740,-0.011942103,3.5929983,0.003905247,2.25,1.0,0.0005983186349754141,0.7923037262809328,0.730250159244805
-32.2,1000,0.011802540685471503,-0.3417308859666073,0.390458939492911,0.011759737911207262,0.013709736292017624,-2.1718366146087646,2.430324077606201,0.3822949957979077,-2.842170943040401e-17,-2.5352876475006068,3.15301853875917,0.9998990694838371,-0.06911272436594892,-0.21704959808726648,0.0,0.002263665840450982,760,-0.018402448,3.5942273,0.0070448974,3.375,1.0,0.0007412740616253742,0.7589382821338203,0.7067260784420337
-30.2,1000,0.0006436562739193609,-0.3480601146868627,0.5639593772865078,0.011510212294474926,0.010533933527534827,-1.9211257696151733,2.3044586181640625,0.39124152746678215,1.4210854715202004e-17,-2.05559874590365,2.6039908490297266,0.9999067141685329,-0.06533840767110297,-0.19354541812108214,0.0,0.0021757175843063205,780,-0.009771191,3.6077173,0.0030204423,3.375,1.0,0.0007044054302981664,0.6795806165681761,0.6404819268530634
-25.95,1000,0.0007963097780595004,-0.35930596443079166,0.4656459396550315,0.010131170958918573,0.003233823262387887,-2.148483991622925,2.08866024017334,0.39086100980758715,5.684341886080802e-17,-2.2629128414984665,3.6083367059265106,0.9999110288352283,-0.058214255013730856,-0.1891005254674703,0.0,0.001906266117493974,800,-0.009790682,3.6138191,0.0024965713,3.375,1.0,0.0008089623194813585,0.5852978499560928,0.5537106813343036
-25.65,1000,-0.009958599721979834,-0.39576084385774324,0.43938685668674904,0.010486529082657403,0.007353445460350485,-2.2560367584228516,2.2117605209350586,0.38672776713159007,0.0,-3.146241644155805,3.2079547408378897,0.9999057437709652,-0.05803565435939583,-0.19543535223645508,0.0,0.0014488997743536442,820,-0.011259427,3.609329,0.0027779385,3.375,1.0,0.0005263495653703646,0.6397019739580294,0.5223200302871379
-26.4,1000,0.019778052166322474,-0.3901849022217217,0.44585668257477873,0.01151146634237886,0.018091514418832957,-2.112858295440674,2.2849442958831787,0.4056968658934902,7.105427357601002e-18,-3.268817757439877,2.7968027419211694,0.999888412504596,-0.05804893957427476,-0.1865422146934215,0.0,0.0017224614980218473,840,-0.011873064,3.592336,0.003500117,3.375,1.0,0.00046809266578441976,0.7358521962025599,0.7062283904600208
-23.5,1000,-0.002915066301923536,-0.3291323615909824,0.46983497774048155,0.013011374776044301,-0.005289562614983879,-2.341468572616577,2.2392423152923584,0.40787258121898556,5.684341886080802e-17,-3.321513636237927,2.8885005661423215,0.999887208787988,-0.048430727653500656,-0.14932203975764144,0.0,0.0011144633338054692,860,-0.010281376,3.5720189,0.0028514743,3.375,1.0,0.00032905021420799694,0.705733076934617,0.5227845242797444
-21.6,1000,0.0029524609734714142,-0.34715148244836086,0.3953826710871065,0.010368305876983395,0.026792815273045563,-2.796614408493042,2.0486273765563965,0.4058932874981069,4.263256414560601e-17,-2.568007747843527,2.6617917473774813,0.9998667904243514,-0.04321761139736114,-0.14057829561681082,0.0,0.0010342888035810905,880,-0.010491766,3.5580425,0.0028388202,3.375,1.0,0.0003974435443235562,0.6999592964993105,0.6434855176043002
-20.25,1000,0.014908795357882048,-0.28919973090425055,0.4964515171353655,0.011615338805262216,0.014154935234459117,-2.5617847442626953,2.4089887142181396,0.4107776771150731,-4.263256414560601e-17,-2.240478451251484,3.65685731991969,0.9998860603160244,-0.04301090573945798,-0.15225276985425196,0.0,0.001075937202929591,900,-0.016082553,3.5469954,0.003952166,3.375,1.0,0.0004177335039183837,0.6119639570283735,0.5360853319996368
-18.3,1000,0.00625676876280543,-0.31125803896410376,0.3863440069266763,0.012282915362745825,0.01754401669977233,-2.334995746612549,2.383572578430176,0.42722890626031856,3.552713678800501e-18,-2.6351031397531055,2.699067690877684,0.9998925093837667,-0.037808380426031456,-0.14470738215975118,0.0,0.0010509609822853157,920,-0.010870938,3.540879,0.0032942265,3.375,1.0,0.0005650627109452708,0.49012907462235533,0.4266169238243652
-15.2,1000,-0.019155983512146642,-0.35614139833343533,0.4064562269931637,0.009959200190556832,-0.008967536399839446,-2.1599526405334473,2.309389352798462,0.40886868346664684,-1.4210854715202004e-17,-3.352710168949833,2.6023108329547777,0.9998820737275111,-0.030431992603291665,-0.13274084679766454,0.0,0.000789714656339783,940,-0.009414935,3.5334167,0.0033312773,3.375,1.0,0.00038909845171939496,0.5111316393667538,0.390328956981878
-16.45,1000,-0.010573048340661308,-0.33483671640888407,0.38943640117955414,0.009362027986259982,0.011225857564248145,-2.454263925552368,2.128129005432129,0.3891799688776929,-7.105427357601002e-18,-2.85227144972731,2.6680224599344777,0.9998392173399289,-0.034764531788174596,-0.11568941627048228,0.0,0.0005952902590797483,960,-0.012415008,3.4986954,0.0032841638,3.375,1.0,0.00021590539641298012,0.6451075132858529,0.6398204308108489
-15.6,1000,0.012737999746040684,-0.3243148153688049,0.5277823244747725,0.013218681848261887,0.03271681989158969,-2.5329949855804443,1.994600772857666,0.42106660627045017,-2.842170943040401e-17,-2.795471130073171,2.48690296869517,0.9998671509137066,-0.031187823490522227,-0.12187420086370375,0.0,0.0006648832786094812,980,-0.010412288,3.4717066,0.003620679,3.375,1.0,0.0003310043041266416,0.5036527286772492,0.41230345377021904
-14.05,1000,-0.008732955770688194,-0.34643360066650397,0.46903711923124725,0.011853504385711944,0.0004214924823027104,-2.7565999031066895,2.0649502277374268,0.40853995184223196,-8.526512829121202e-17,-3.072007163479564,2.2478667621526425,0.9998708599691983,-0.028010591417617837,-0.12167902429590827,0.0,0.0006086097575436402,1000,-0.015281601,3.4577925,0.004786098,3.375,1.0,0.00041906422523805176,0.37809742594247064,0.34007835979664514
